,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit
9883,M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11868,-400,0,0,0,Drivers,3.0,-5.0,2.0
9884,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23585,0,0,0,0,No job,2.0,-58.0,2.0
9885,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,0,0,0,0,No job,2.0,-57.0,2.0
9886,M,N,N,0,81000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-9456,-2118,1,0,0,No job,1.0,-33.0,2.0
9887,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,-22037,0,0,0,0,No job,2.0,-7.0,0.0
9888,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21481,0,0,0,0,No job,1.0,-6.0,1.0
9889,M,N,N,1,112500.0,Working,Secondary / secondary special,Separated,With parents,-15390,-1615,0,0,0,Laborers,2.0,-39.0,2.0
9890,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,-9762,-1223,1,0,0,Laborers,3.0,-28.0,0.0
9891,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14887,-1711,0,0,0,Laborers,2.0,-30.0,2.0
9892,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-10382,-1081,0,1,0,Sales staff,3.0,-38.0,2.0
9893,F,N,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-11760,-187,0,0,1,Sales staff,3.0,-47.0,2.0
9894,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16616,-2722,1,1,0,Realty agents,3.0,-37.0,2.0
9895,M,N,Y,0,151200.0,Working,Higher education,Single / not married,House / apartment,-8339,-255,0,0,0,No job,1.0,-1.0,0.0
9896,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24194,0,0,0,0,No job,2.0,-16.0,1.0
9897,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18221,-1510,0,1,1,Sales staff,2.0,-43.0,2.0
9898,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,0,0,0,Laborers,2.0,-7.0,0.0
9899,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661,0,0,0,0,No job,2.0,-18.0,2.0
9900,M,Y,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-18177,-2263,1,1,0,Laborers,2.0,-59.0,0.0
9901,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,Sales staff,2.0,-9.0,2.0
9902,F,N,Y,1,76500.0,Working,Higher education,Separated,House / apartment,-11838,-1112,0,0,0,Core staff,2.0,-30.0,2.0
9903,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13777,-460,1,0,0,Laborers,4.0,-11.0,2.0
9904,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13534,-2557,0,0,0,Laborers,4.0,-37.0,2.0
9905,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,0,Laborers,4.0,-20.0,2.0
9906,F,N,N,0,94500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-17836,-2561,0,0,0,Security staff,1.0,-43.0,2.0
9907,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,Rented apartment,-10347,-2420,0,0,0,Core staff,2.0,-18.0,2.0
9908,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15243,-7260,1,1,0,High skill tech staff,3.0,-13.0,1.0
9909,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19899,-3149,1,0,0,No job,2.0,-45.0,1.0
9910,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,0,0,0,0,No job,1.0,-51.0,2.0
9911,F,Y,N,0,112500.0,Working,Higher education,Married,House / apartment,-11796,-2134,0,0,0,Laborers,2.0,-26.0,2.0
9912,F,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,-8912,-1017,0,0,0,No job,1.0,-10.0,2.0
9913,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15975,-8760,0,0,0,Private service staff,3.0,-50.0,0.0
9914,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,0,0,0,No job,2.0,-49.0,1.0
9915,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20233,-6218,1,1,0,No job,2.0,-27.0,2.0
9916,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-17536,-4113,0,1,0,Sales staff,2.0,-24.0,1.0
9917,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-13174,-2477,0,0,0,Managers,4.0,-27.0,2.0
9918,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,0,0,0,Medicine staff,2.0,-19.0,2.0
9919,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21144,-1692,0,0,0,Sales staff,2.0,-19.0,2.0
9920,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11512,-4711,0,0,0,No job,1.0,-6.0,2.0
9921,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,0,0,0,Core staff,2.0,-4.0,2.0
9922,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,-22319,0,0,1,0,No job,2.0,-46.0,2.0
9923,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,0,0,0,Sales staff,2.0,-7.0,1.0
9924,M,Y,Y,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-17663,-1022,0,0,0,Low-skill Laborers,2.0,-20.0,2.0
9925,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,0,Core staff,4.0,-14.0,1.0
9926,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21100,0,0,0,0,No job,2.0,-27.0,2.0
9927,M,Y,N,2,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12245,-672,1,0,0,Laborers,4.0,-6.0,2.0
9928,F,N,Y,0,72000.0,State servant,Secondary / secondary special,Married,House / apartment,-16788,-5759,0,0,0,No job,2.0,-44.0,2.0
9929,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,0,0,Laborers,3.0,-27.0,2.0
9930,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14935,-1753,0,1,0,Sales staff,3.0,-29.0,2.0
9931,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-21226,0,0,0,0,No job,2.0,-13.0,2.0
9932,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23262,0,0,1,0,No job,1.0,-8.0,1.0
9933,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,0,1,0,No job,2.0,-53.0,1.0
9934,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,0,1,0,Secretaries,3.0,-30.0,2.0
9935,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,0,0,1,0,No job,2.0,-10.0,2.0
9936,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,0,0,0,Laborers,2.0,-52.0,2.0
9937,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21406,0,0,1,0,No job,2.0,-42.0,2.0
9938,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12930,-2865,1,1,0,Drivers,3.0,-14.0,2.0
9939,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,0,0,0,Sales staff,1.0,-40.0,2.0
9940,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19721,0,0,0,0,No job,2.0,-55.0,2.0
9941,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-9412,-959,0,1,0,IT staff,2.0,-9.0,1.0
9942,M,Y,N,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,0,0,0,Sales staff,4.0,-4.0,2.0
9943,M,Y,N,0,166500.0,Working,Higher education,Married,With parents,-10435,-1713,1,0,0,Core staff,2.0,-30.0,1.0
9944,F,Y,N,0,117000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21585,0,0,1,0,No job,2.0,-36.0,2.0
9945,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16876,-97,1,0,0,No job,2.0,-20.0,2.0
9946,F,Y,Y,0,387000.0,Working,Higher education,Married,House / apartment,-20700,-626,1,0,0,Managers,2.0,-30.0,1.0
9947,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-9020,-1039,0,0,0,Sales staff,1.0,-14.0,1.0
9948,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10357,-1038,0,0,0,No job,2.0,-22.0,2.0
9949,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16548,-1350,0,0,0,Core staff,2.0,-9.0,2.0
9950,M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9275,-493,0,0,0,Laborers,1.0,0.0,0.0
9951,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,-22037,0,0,0,0,No job,2.0,-25.0,1.0
9952,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-9497,-1052,0,0,0,Laborers,2.0,-13.0,2.0
9953,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-14290,-1308,0,1,0,Cooking staff,3.0,-3.0,2.0
9954,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,0,0,1,Core staff,3.0,-29.0,1.0
9955,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,-12752,-433,0,1,0,Accountants,4.0,-12.0,2.0
9956,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24511,0,0,0,0,No job,1.0,-18.0,2.0
9957,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,0,0,0,Laborers,2.0,-29.0,2.0
9958,F,Y,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11086,-2937,1,1,0,No job,4.0,-38.0,2.0
9959,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14939,-5384,1,0,0,Laborers,2.0,-47.0,1.0
9960,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992,-734,1,1,0,Drivers,2.0,-11.0,1.0
9961,M,N,N,0,135000.0,Working,Higher education,Single / not married,With parents,-10082,-528,1,1,0,No job,1.0,-9.0,0.0
9962,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,0,0,0,Medicine staff,2.0,-9.0,1.0
9963,M,N,Y,0,99000.0,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,-10746,-568,0,0,0,Laborers,2.0,-43.0,2.0
9964,F,Y,Y,0,387000.0,Working,Higher education,Married,House / apartment,-20700,-626,1,0,0,Managers,2.0,-33.0,1.0
9965,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16115,-985,0,0,0,Sales staff,2.0,-15.0,2.0
9966,F,N,N,1,36000.0,Working,Secondary / secondary special,Married,Rented apartment,-13160,-5543,1,0,0,Laborers,3.0,-1.0,1.0
9967,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9517,-1810,1,1,0,Laborers,3.0,-10.0,2.0
9968,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21663,0,0,0,1,No job,2.0,-18.0,1.0
9969,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14156,-2195,1,1,0,No job,4.0,-9.0,2.0
9970,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-2484,0,0,0,Laborers,2.0,-47.0,2.0
9971,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,-10530,-2165,0,0,0,High skill tech staff,3.0,-37.0,1.0
9972,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18281,-3596,0,0,0,Laborers,2.0,-7.0,0.0
9973,M,N,N,1,270000.0,Working,Higher education,Married,House / apartment,-10108,-1473,1,0,0,High skill tech staff,3.0,-20.0,2.0
9974,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17248,-4029,0,0,0,No job,2.0,-30.0,2.0
9975,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-13174,-2477,0,0,0,Managers,4.0,-47.0,2.0
9976,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-13595,-1387,0,0,0,Laborers,1.0,-1.0,1.0
9977,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10380,-3396,0,0,0,Laborers,4.0,-58.0,2.0
9978,M,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11296,-727,1,1,0,Laborers,3.0,-52.0,2.0
9979,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,0,Sales staff,2.0,-36.0,1.0
9980,F,N,N,0,67500.0,Commercial associate,Higher education,Married,House / apartment,-11113,-410,0,0,0,Sales staff,2.0,-44.0,2.0
9981,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-10182,-971,0,0,0,Sales staff,3.0,-52.0,2.0
9982,F,N,Y,1,337500.0,Working,Academic degree,Single / not married,House / apartment,-12555,-2769,0,0,0,No job,2.0,-11.0,2.0
9983,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16071,-2239,0,0,0,Cleaning staff,2.0,-58.0,2.0
9984,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13561,-1294,1,1,0,Laborers,2.0,-23.0,2.0
9985,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,0,Core staff,4.0,-23.0,2.0
9986,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,0,0,0,Laborers,3.0,-29.0,2.0
9987,F,Y,Y,3,54000.0,Working,Secondary / secondary special,Married,House / apartment,-12475,-2057,0,0,0,Laborers,5.0,-51.0,0.0
9988,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11598,-2330,0,0,0,No job,3.0,-37.0,2.0
9989,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24764,0,0,0,0,No job,1.0,-46.0,2.0
9990,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,No job,1.0,-55.0,2.0
9991,M,N,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,1,0,0,Low-skill Laborers,1.0,-23.0,1.0
9992,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,-9819,-190,1,1,0,Sales staff,2.0,-36.0,1.0
9993,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20809,0,0,0,0,No job,2.0,-12.0,2.0
9994,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-11461,-1204,1,1,0,Cleaning staff,3.0,-23.0,0.0
9995,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17567,-3917,0,0,0,No job,2.0,-6.0,1.0
9996,F,N,N,0,94500.0,Working,Secondary / secondary special,Widow,Rented apartment,-22265,-829,0,0,1,Sales staff,1.0,-56.0,2.0
9997,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19048,-3932,1,0,0,Drivers,2.0,-42.0,2.0
9998,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20722,-2742,0,1,0,No job,1.0,-7.0,1.0
9999,F,N,Y,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17921,-5008,0,0,0,Sales staff,2.0,-11.0,0.0
10000,F,Y,Y,0,396000.0,Commercial associate,Higher education,Married,House / apartment,-18930,-3550,0,0,0,Managers,2.0,-16.0,0.0
10001,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-14850,-232,0,0,1,Core staff,3.0,-42.0,2.0
10002,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17032,-7838,0,0,1,Laborers,2.0,-29.0,2.0
10003,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,0,0,1,0,No job,2.0,-2.0,1.0
10004,M,Y,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9898,-1178,0,0,0,Laborers,1.0,-23.0,1.0
10005,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19654,-1751,0,1,0,No job,2.0,-56.0,2.0
10006,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,0,No job,2.0,-12.0,2.0
10007,M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,-24312,0,0,0,0,No job,2.0,-60.0,1.0
10008,F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-18340,-2052,0,0,1,Laborers,1.0,-4.0,2.0
10009,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14867,-475,1,1,0,Sales staff,2.0,-1.0,1.0
10010,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20342,0,0,0,0,No job,2.0,-40.0,2.0
10011,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,-10565,-811,1,1,0,No job,2.0,-17.0,2.0
10012,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17022,-10361,0,1,0,Laborers,2.0,-38.0,2.0
10013,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881,-3153,1,0,0,Cooking staff,2.0,-45.0,1.0
10014,F,N,N,3,112500.0,Working,Higher education,Married,House / apartment,-12094,-3079,0,0,0,Laborers,5.0,-22.0,0.0
10015,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-14225,-3170,0,1,0,Laborers,2.0,-50.0,2.0
10016,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20311,-597,0,0,0,Cleaning staff,2.0,-25.0,2.0
10017,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14197,-3350,1,1,0,High skill tech staff,3.0,-46.0,1.0
10018,F,N,N,1,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12988,-5215,0,0,0,Laborers,3.0,-19.0,2.0
10019,F,N,Y,2,153000.0,Working,Higher education,Married,House / apartment,-10783,-1011,1,1,0,Sales staff,4.0,-38.0,1.0
10020,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17452,-3913,1,1,0,Drivers,2.0,-17.0,0.0
10021,F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,-22185,-347,1,0,0,Accountants,2.0,-25.0,0.0
10022,M,Y,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,0,0,0,Drivers,2.0,-5.0,2.0
10023,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21684,-2422,0,0,0,Drivers,2.0,-9.0,2.0
10024,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9582,-3003,0,0,1,Laborers,2.0,-4.0,1.0
10025,F,N,Y,0,270000.0,Working,Incomplete higher,Civil marriage,Rented apartment,-11930,-734,0,0,0,No job,2.0,-16.0,2.0
10026,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14773,-626,0,1,0,Managers,2.0,-5.0,2.0
10027,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21847,0,0,1,0,No job,2.0,-15.0,0.0
10028,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,With parents,-14754,-2871,1,0,0,Laborers,2.0,-52.0,1.0
10029,M,N,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-19631,0,0,0,0,No job,2.0,-3.0,1.0
10030,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,0,0,0,Laborers,2.0,-56.0,2.0
10031,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22078,0,0,0,0,No job,2.0,-45.0,2.0
10032,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,0,0,Cleaning staff,1.0,-55.0,2.0
10033,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17733,-2362,0,0,0,Security staff,2.0,-23.0,2.0
10034,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-18713,-3627,1,0,0,No job,2.0,-3.0,1.0
