,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,days_unemployed,income_unemployed,Age,birth_month,birth_week,ages_employed,employ_month,employ_week,ages_unemployed,unemploy_month,unemploy_week,income_family
8378,F,N,Y,157500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Sales staff,1.0,28,1.0,17006,9.261437139833,50,6.0,0.0,4,3.0,3.0,46,2.0,1.0,157500.0
8379,F,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,52,2.0,12111,14.862521674510775,48,3.0,1.0,15,7.0,3.0,33,7.0,2.0,90000.0
8380,F,N,N,180000.0,State servant,Higher education,Married,House / apartment,1,1,1,Core staff,3.0,27,2.0,11569,15.558820987120754,38,0.0,1.0,6,11.0,1.0,31,1.0,0.0,60000.0
8381,F,Y,Y,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2.0,14,2.0,17294,11.709263328321962,51,8.0,0.0,3,8.0,2.0,47,0.0,2.0,101250.0
8382,M,Y,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,19,2.0,16679,16.188020864560226,49,7.0,2.0,4,3.0,3.0,45,3.0,2.0,135000.0
8383,M,Y,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,4,2.0,9551,23.55774264474924,27,0.0,3.0,1,6.0,2.0,26,6.0,0.0,112500.0
8384,F,Y,Y,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,Drivers,2.0,18,2.0,18490,17.03623580313683,53,4.0,3.0,2,0.0,2.0,50,4.0,1.0,157500.0
8385,M,Y,Y,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,4.0,3,1.0,10697,16.827147798448163,36,7.0,2.0,6,10.0,1.0,29,8.0,0.0,45000.0
8386,M,N,Y,225000.0,State servant,Higher education,Married,House / apartment,0,0,0,No job,4.0,29,1.0,8255,27.256208358570564,35,7.0,2.0,12,8.0,2.0,22,11.0,3.0,56250.0
8387,F,N,Y,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,No job,2.0,2,1.0,20382,3.7533117456579337,55,7.0,3.0,0,0.0,0.0,55,7.0,3.0,38250.0
8388,F,N,Y,202500.0,Working,Higher education,Married,House / apartment,0,0,0,No job,2.0,6,2.0,9174,22.073250490516678,29,7.0,0.0,4,1.0,1.0,25,5.0,2.0,101250.0
8389,M,N,Y,225000.0,Working,Lower secondary,Married,Municipal apartment,1,1,0,No job,2.0,26,2.0,9754,23.067459503793316,28,4.0,1.0,2,3.0,3.0,26,1.0,1.0,112500.0
8390,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,30,0.0,18662,10.850927017468653,52,11.0,2.0,1,1.0,0.0,51,10.0,2.0,67500.0
8391,F,N,Y,207000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,54,2.0,20081,10.30825158109656,56,10.0,2.0,1,1.0,2.0,55,9.0,0.0,103500.0
8392,F,N,Y,216000.0,Working,Higher education,Single / not married,House / apartment,0,1,0,Core staff,2.0,7,1.0,8730,24.742268041237114,28,2.0,1.0,4,11.0,2.0,23,3.0,3.0,108000.0
8393,F,N,Y,130500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No job,1.0,28,2.0,22543,5.788936698753493,61,7.0,0.0,0,0.0,0.0,61,7.0,0.0,130500.0
8394,F,N,N,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Sales staff,1.0,9,2.0,10842,6.640841173215274,30,5.0,2.0,0,4.0,2.0,29,1.0,0.0,72000.0
8395,F,Y,Y,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Cleaning staff,5.0,2,1.0,8393,13.404027165495055,26,0.0,0.0,3,9.0,1.0,22,3.0,3.0,22500.0
8396,M,Y,Y,360000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,34,2.0,15276,23.566378633150038,47,3.0,0.0,5,10.0,1.0,41,5.0,2.0,180000.0
8397,F,N,N,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2.0,13,2.0,12508,10.793092420850655,47,2.0,2.0,13,5.0,3.0,34,8.0,2.0,67500.0
8398,F,N,Y,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,17,2.0,23849,4.151117447272422,65,2.0,3.0,0,0.0,0.0,65,2.0,3.0,49500.0
8399,F,N,Y,99000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Laborers,3.0,15,0.0,7358,13.454743136721936,31,7.0,3.0,11,2.0,0.0,20,5.0,3.0,33000.0
8400,M,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,44,1.0,8397,13.39764201500536,44,7.0,0.0,21,3.0,1.0,23,3.0,3.0,56250.0
8401,M,Y,Y,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2.0,14,2.0,13176,13.66120218579235,40,4.0,2.0,4,9.0,0.0,36,7.0,2.0,90000.0
8402,F,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,4.0,9,2.0,11919,16.989680342310596,36,6.0,1.0,3,4.0,2.0,32,1.0,2.0,50625.0
8403,M,N,N,270000.0,Working,Incomplete higher,Separated,Rented apartment,1,0,0,Managers,1.0,7,2.0,17407,15.51100132130752,49,9.0,2.0,1,5.0,3.0,47,4.0,2.0,270000.0
8404,M,Y,Y,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,13,2.0,10217,22.022119996084957,30,4.0,1.0,2,11.0,1.0,27,4.0,3.0,75000.0
8405,M,N,Y,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,3.0,3,1.0,10505,12.85102332222751,36,9.0,2.0,7,6.0,1.0,28,2.0,0.0,45000.0
8406,F,N,Y,270000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1.0,2,1.0,16291,16.573568227855873,45,3.0,1.0,1,0.0,1.0,44,3.0,3.0,270000.0
8407,M,N,N,135000.0,Working,Incomplete higher,Single / not married,House / apartment,0,0,0,Laborers,1.0,52,2.0,9058,14.903952307352617,26,4.0,3.0,2,2.0,1.0,24,1.0,2.0,135000.0
8408,M,Y,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,16,2.0,23322,6.753280164651402,63,9.0,3.0,0,0.0,0.0,63,9.0,3.0,78750.0
8409,F,N,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4.0,21,2.0,10726,18.879358567965692,36,4.0,0.0,7,6.0,0.0,29,9.0,0.0,50625.0
8410,F,N,Y,126000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,2.0,23,2.0,21990,5.729877216916781,60,1.0,1.0,0,0.0,0.0,60,1.0,1.0,63000.0
8411,F,N,Y,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,32,2.0,21358,6.32081655585729,58,3.0,3.0,0,0.0,0.0,58,3.0,3.0,67500.0
8412,F,Y,N,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,Laborers,1.0,11,1.0,11909,18.893273994457974,34,9.0,0.0,1,8.0,3.0,32,0.0,1.0,225000.0
8413,F,N,N,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,High skill tech staff,2.0,31,2.0,7191,18.773466833541928,41,1.0,3.0,21,1.0,3.0,19,11.0,3.0,67500.0
8414,F,N,N,90000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,No job,3.0,11,1.0,9116,9.872751206669593,27,0.0,1.0,2,8.0,3.0,24,3.0,2.0,30000.0
8415,F,Y,N,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,Accountants,1.0,43,2.0,10953,20.542317173377157,38,8.0,3.0,8,3.0,2.0,30,5.0,0.0,225000.0
8416,M,Y,N,360000.0,State servant,Higher education,Married,House / apartment,0,0,0,No job,2.0,24,2.0,8060,44.66501240694789,27,8.0,2.0,5,4.0,2.0,22,4.0,3.0,180000.0
8417,F,N,Y,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Cleaning staff,3.0,6,2.0,9865,22.80790674100355,27,10.0,1.0,0,5.0,0.0,27,4.0,1.0,75000.0
8418,F,Y,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,14,2.0,11319,15.90246488205672,39,4.0,3.0,8,10.0,2.0,31,5.0,1.0,60000.0
8419,F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4.0,16,2.0,14465,9.332872450743173,42,8.0,2.0,2,5.0,0.0,39,2.0,2.0,33750.0
8420,F,N,N,162000.0,Commercial associate,Higher education,Married,Rented apartment,0,0,1,Accountants,2.0,16,2.0,8574,18.894331700489854,24,3.0,0.0,1,5.0,0.0,23,9.0,0.0,81000.0
8421,F,N,Y,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,2.0,23,2.0,17084,18.438304846640133,47,11.0,0.0,0,6.0,3.0,46,5.0,0.0,157500.0
8422,F,N,N,121500.0,State servant,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,20,2.0,16775,7.242921013412817,60,1.0,0.0,14,6.0,0.0,45,7.0,0.0,60750.0
8423,F,Y,Y,360000.0,Pensioner,Higher education,Married,House / apartment,0,1,0,No job,2.0,39,1.0,21269,16.926042597207203,58,0.0,2.0,0,0.0,0.0,58,0.0,2.0,180000.0
8424,F,N,Y,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,3.0,39,2.0,18797,6.463797414481034,51,2.0,1.0,0,0.0,0.0,51,2.0,1.0,40500.0
8425,F,N,Y,337500.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,32,0.0,10479,32.2072716862296,35,6.0,0.0,6,5.0,3.0,28,1.0,1.0,168750.0
8426,F,N,N,135000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Core staff,4.0,48,0.0,9626,14.02451693330563,30,4.0,1.0,4,7.0,2.0,26,8.0,3.0,33750.0
8427,M,N,N,157500.0,Working,Higher education,Married,House / apartment,0,1,0,No job,3.0,43,2.0,11968,13.1600935828877,33,3.0,0.0,1,0.0,2.0,32,2.0,1.0,52500.0
8428,M,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,14,2.0,12548,8.965572202741473,43,0.0,0.0,9,2.0,0.0,34,10.0,0.0,56250.0
8429,F,N,Y,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,32,2.0,11996,26.258752917639214,39,0.0,3.0,6,8.0,2.0,32,3.0,1.0,157500.0
8430,F,N,Y,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,No job,2.0,21,2.0,22720,12.87411971830986,62,1.0,1.0,0,0.0,0.0,62,1.0,1.0,146250.0
8431,M,Y,Y,184500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Drivers,2.0,16,0.0,6547,28.180846189094243,26,9.0,2.0,8,7.0,2.0,17,2.0,3.0,92250.0
8432,F,N,Y,157500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,No job,1.0,27,2.0,9772,16.117478510028654,49,4.0,0.0,22,3.0,0.0,26,1.0,0.0,157500.0
8433,F,N,Y,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,3.0,38,2.0,19295,6.996631251619591,52,7.0,0.0,0,0.0,0.0,52,7.0,0.0,45000.0
8434,F,Y,N,108000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,3.0,22,2.0,15637,6.9066956577348595,43,8.0,3.0,0,3.0,1.0,42,5.0,1.0,36000.0
8435,F,Y,N,315000.0,Working,Higher education,Married,House / apartment,0,1,1,Accountants,2.0,12,2.0,10088,31.225218080888183,37,9.0,1.0,9,8.0,0.0,27,0.0,1.0,157500.0
8436,F,N,Y,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,Cleaning staff,1.0,21,2.0,17578,6.400045511434748,53,8.0,3.0,5,10.0,0.0,48,9.0,3.0,112500.0
8437,F,N,N,112500.0,Working,Higher education,Single / not married,With parents,1,1,0,High skill tech staff,1.0,28,2.0,10904,10.317314746881879,30,8.0,0.0,0,5.0,2.0,29,3.0,1.0,112500.0
8438,F,N,Y,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,4.0,27,0.0,10885,13.229214515388149,30,11.0,0.0,0,8.0,1.0,29,2.0,3.0,36000.0
8439,F,Y,Y,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,10,2.0,11415,17.73981603153745,50,3.0,1.0,19,6.0,2.0,31,8.0,2.0,101250.0
8440,F,N,N,108000.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,0,Medicine staff,2.0,3,1.0,7237,14.923310764128782,24,7.0,2.0,4,6.0,0.0,19,1.0,1.0,54000.0
8441,F,N,Y,270000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,3.0,11,2.0,10872,24.834437086092716,37,2.0,0.0,7,11.0,3.0,29,2.0,1.0,90000.0
8442,M,Y,Y,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Sales staff,2.0,6,2.0,8461,15.95556080841508,24,2.0,0.0,1,8.0,3.0,23,6.0,0.0,67500.0
8443,M,Y,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3.0,52,2.0,11948,7.532641446267157,38,4.0,3.0,6,1.0,0.0,32,2.0,2.0,30000.0
8444,F,N,N,202500.0,State servant,Higher education,Separated,House / apartment,0,0,0,Core staff,2.0,53,2.0,9351,21.655437921077958,36,7.0,0.0,10,8.0,0.0,25,11.0,3.0,101250.0
8445,F,N,N,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,6,1.0,20465,5.497190324945028,56,10.0,3.0,0,0.0,0.0,56,10.0,3.0,112500.0
8446,F,Y,Y,315000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,3.0,16,1.0,11691,26.943802925327176,37,3.0,3.0,5,9.0,1.0,32,5.0,2.0,105000.0
8447,F,N,N,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Accountants,2.0,2,1.0,8645,15.615962984384037,29,6.0,1.0,5,6.0,2.0,23,0.0,3.0,67500.0
8448,F,N,N,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,2.0,30,2.0,13218,15.320018157058556,37,11.0,3.0,1,2.0,2.0,36,8.0,0.0,101250.0
8449,F,N,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,5.0,7,0.0,8087,16.693458637319154,30,6.0,0.0,7,0.0,1.0,22,5.0,3.0,27000.0
8450,F,N,Y,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,0,0,0,Laborers,1.0,7,0.0,6749,16.669136168321234,22,2.0,0.0,4,5.0,0.0,18,8.0,0.0,112500.0
8451,M,Y,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,34,2.0,23287,4.8310216000343535,63,8.0,2.0,0,0.0,0.0,63,8.0,2.0,56250.0
8452,M,Y,N,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Drivers,1.0,3,2.0,12014,22.47378058931247,36,3.0,0.0,3,10.0,0.0,32,4.0,0.0,270000.0
8453,M,Y,Y,193500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,3.0,26,1.0,8189,23.629258761753572,28,11.0,3.0,6,3.0,1.0,22,8.0,1.0,64500.0
8454,M,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,32,0.0,8009,14.04669746535148,29,0.0,1.0,7,9.0,0.0,21,2.0,0.0,37500.0
8455,F,N,Y,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,No job,2.0,30,2.0,21667,8.307564499007707,60,7.0,2.0,1,5.0,2.0,59,2.0,3.0,90000.0
8456,F,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,4.0,7,2.0,9350,12.032085561497325,27,9.0,3.0,1,9.0,0.0,25,11.0,3.0,28125.0
8457,F,N,N,90000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,0,0,Sales staff,1.0,13,1.0,6857,13.125273443196733,21,6.0,0.0,2,6.0,0.0,18,0.0,3.0,90000.0
8458,F,N,Y,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Sales staff,2.0,37,1.0,15164,11.870218939593775,51,11.0,1.0,9,10.0,3.0,41,1.0,2.0,90000.0
8459,F,N,Y,112500.0,Working,Higher education,Married,With parents,0,0,0,Core staff,2.0,13,2.0,8485,13.258691809074838,25,10.0,2.0,2,3.0,1.0,23,6.0,0.0,56250.0
8460,F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,5,1.0,9239,12.176642493776383,32,5.0,0.0,7,9.0,0.0,25,7.0,3.0,37500.0
8461,F,N,Y,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,No job,2.0,4,2.0,7768,12.744593202883625,60,7.0,0.0,39,0.0,3.0,21,6.0,1.0,49500.0
8462,F,N,Y,337500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,No job,1.0,13,0.0,20680,16.320116054158607,56,5.0,2.0,0,0.0,0.0,56,5.0,2.0,337500.0
8463,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,No job,2.0,33,2.0,17653,5.098283577862119,52,4.0,3.0,4,3.0,1.0,48,0.0,1.0,45000.0
8464,M,N,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,48,2.0,14060,16.002844950213372,52,1.0,0.0,13,0.0,3.0,38,0.0,0.0,112500.0
8465,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,4.0,3,1.0,13347,8.428860418071476,40,6.0,2.0,3,6.0,0.0,36,0.0,2.0,28125.0
8466,F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,44,2.0,16384,6.866455078125,52,4.0,1.0,7,10.0,1.0,44,6.0,0.0,56250.0
8467,M,Y,Y,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,No job,3.0,42,2.0,9247,31.631880609927546,34,10.0,3.0,9,2.0,2.0,25,8.0,1.0,97500.0
8468,M,N,N,360000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,3.0,8,0.0,10643,33.82504932819694,30,10.0,3.0,1,3.0,3.0,29,6.0,0.0,120000.0
8469,F,N,Y,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,24,0.0,7693,32.172104510594046,44,4.0,2.0,23,0.0,3.0,21,4.0,3.0,123750.0
8470,F,N,Y,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,No job,1.0,31,2.0,23929,5.641689999582097,65,5.0,2.0,0,0.0,0.0,65,5.0,2.0,135000.0
8471,F,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,43,1.0,15421,7.295246741456456,48,7.0,3.0,6,9.0,0.0,42,10.0,3.0,37500.0
8472,F,N,Y,144000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,No job,1.0,38,1.0,8247,17.46089487086213,36,7.0,0.0,13,8.0,2.0,22,10.0,2.0,144000.0
8473,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,2.0,17,2.0,11870,18.955349620893006,32,4.0,3.0,0,4.0,3.0,32,11.0,3.0,112500.0
8474,M,Y,Y,148500.0,Working,Higher education,Married,House / apartment,1,1,0,Drivers,4.0,3,1.0,14918,9.954417482236225,44,7.0,1.0,4,1.0,2.0,40,5.0,3.0,37125.0
8475,M,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,43,2.0,11224,16.037063435495366,33,4.0,2.0,3,2.0,3.0,30,2.0,3.0,90000.0
8476,F,N,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,No job,4.0,8,0.0,11767,7.648508540834538,32,11.0,2.0,0,3.0,1.0,32,8.0,1.0,22500.0
8477,F,Y,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,8,2.0,8138,11.059228311624478,36,5.0,2.0,14,10.0,3.0,22,7.0,2.0,45000.0
8478,F,N,N,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,No job,1.0,20,2.0,13286,8.46755983742285,37,10.0,3.0,0,11.0,1.0,36,10.0,2.0,112500.0
8479,M,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,5.0,8,2.0,8613,26.12330198537095,33,2.0,3.0,10,3.0,0.0,23,11.0,2.0,45000.0
8480,M,N,Y,157500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,No job,2.0,47,2.0,14223,11.073613161780216,42,10.0,3.0,3,4.0,3.0,38,6.0,3.0,78750.0
8481,F,N,Y,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,13,2.0,11563,5.448413041598201,39,5.0,2.0,8,3.0,2.0,31,1.0,3.0,21000.0
8482,F,Y,Y,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Laborers,3.0,60,2.0,16964,21.221410044800756,46,5.0,1.0,0,4.0,2.0,46,1.0,3.0,120000.0
8483,M,N,Y,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,44,2.0,12650,13.162055335968379,51,6.0,3.0,17,5.0,0.0,34,1.0,3.0,83250.0
8484,F,Y,N,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Sales staff,3.0,47,0.0,9440,16.684322033898304,26,11.0,1.0,0,8.0,0.0,25,2.0,0.0,52500.0
8485,M,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2.0,2,1.0,9194,17.130737437459214,46,3.0,1.0,21,9.0,3.0,25,6.0,1.0,78750.0
8486,F,Y,Y,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,Medicine staff,2.0,14,2.0,7691,20.47848134182811,26,2.0,0.0,5,10.0,1.0,21,4.0,2.0,78750.0
8487,F,N,Y,180000.0,Pensioner,Higher education,Widow,House / apartment,0,0,0,No job,1.0,35,2.0,22419,8.028904054596548,61,3.0,2.0,0,0.0,0.0,61,3.0,2.0,180000.0
8488,F,N,Y,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,39,2.0,21343,9.487888300613784,58,3.0,1.0,0,0.0,0.0,58,3.0,1.0,101250.0
8489,F,Y,Y,292500.0,Commercial associate,Higher education,Widow,House / apartment,0,1,1,No job,1.0,17,2.0,13404,21.8218442256043,52,2.0,3.0,15,11.0,0.0,36,2.0,2.0,292500.0
8490,F,N,N,202500.0,Working,Secondary / secondary special,Married,Office apartment,0,0,0,Cleaning staff,2.0,6,2.0,17661,11.465941905894343,54,10.0,2.0,5,9.0,3.0,48,0.0,3.0,101250.0
8491,F,Y,Y,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,17,2.0,15578,8.66606753113365,46,0.0,1.0,3,9.0,3.0,42,3.0,1.0,67500.0
8492,F,N,Y,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,No job,1.0,11,2.0,22922,6.871128173806823,62,8.0,2.0,0,0.0,0.0,62,8.0,2.0,157500.0
8493,M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,40,0.0,7919,17.04760702108852,27,7.0,2.0,5,7.0,2.0,21,11.0,3.0,67500.0
8494,M,Y,Y,468000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,57,1.0,11770,39.762107051826675,40,4.0,2.0,8,7.0,1.0,32,8.0,1.0,234000.0
8495,M,Y,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,17,2.0,17232,11.751392757660167,53,10.0,3.0,5,0.0,1.0,47,10.0,1.0,101250.0
8496,M,Y,Y,360000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Managers,3.0,21,2.0,12564,28.653295128939828,41,6.0,2.0,6,8.0,3.0,34,10.0,2.0,120000.0
8497,M,N,Y,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Security staff,2.0,54,2.0,22434,6.017651778550414,63,1.0,3.0,1,9.0,2.0,61,3.0,0.0,67500.0
8498,M,N,Y,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Drivers,1.0,37,2.0,15189,15.109618803081178,45,9.0,2.0,3,7.0,0.0,41,2.0,1.0,229500.0
8499,F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,9,2.0,12558,8.958432871476349,35,6.0,2.0,0,7.0,0.0,34,10.0,2.0,28125.0
